,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Frequenza,Risoluzione,Pixel,GpuCompany,MemoriaSSD,SolidStateDisk,TotalMemory,dedicated_GPU
334,HP,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1335.0,2.7,1920x1080,2073600,Intel,256,True,256,False
335,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1024GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2639.0,2.8,3840x2160,8294400,Nvidia,0,False,1024,True
336,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1199.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
337,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,943.0,2.5,1920x1080,2073600,Intel,256,True,256,False
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1024GB HDD,Intel HD Graphics 620,Windows 10,2.0,1334.0,2.7,1920x1080,2073600,Intel,256,True,1280,False
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024GB HDD,Intel HD Graphics 520,Windows 10,1.85,449.0,2.0,1920x1080,2073600,Intel,0,False,1024,False
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,2.8,1920x1080,2073600,Nvidia,256,True,256,True
341,HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1268.0,2.6,1920x1080,2073600,Intel,256,True,256,False
342,Dell,Inspiron 7570,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce 940MX,Windows 10,1.9,1049.0,1.6,1920x1080,2073600,Nvidia,128,True,1152,True
343,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1144.0,2.5,1920x1080,2073600,Intel,256,True,256,False
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1024GB HDD,Intel HD Graphics 500,Linux,2.0,274.99,1.1,1366x768,1049088,Intel,0,False,1024,False
345,Dell,Inspiron 7570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,1142.75,1.6,1920x1080,2073600,Nvidia,256,True,256,True
346,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,274.9,1.6,1366x768,1049088,Intel,0,False,500,False
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2048GB HDD,AMD Radeon 530,Windows 10,2.2,899.0,3.6,1920x1080,2073600,AMD,0,False,2048,True
348,HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1024GB HDD,Nvidia GeForce 930MX ,Windows 10,2.1,716.0,2.4,1920x1080,2073600,Nvidia,0,False,1024,True
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,2099.0,1.8,3840x2160,8294400,Intel,512,True,512,False
350,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1579.0,1.8,1920x1080,2073600,Intel,256,True,256,False
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2048GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,2.8,1920x1080,2073600,Nvidia,256,True,2304,True
352,HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,279.0,1.6,1366x768,1049088,Intel,0,False,32,False
353,Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1607.96,1.9,1920x1080,2073600,Intel,512,True,768,False
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,375.0,1.1,1366x768,1049088,Intel,0,False,32,False
355,Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1024GB HDD,AMD Radeon 530,Windows 10,1.9,663.0,1.6,1920x1080,2073600,AMD,0,False,1024,True
356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42,2.8,3840x2160,8294400,Nvidia,512,True,512,True
357,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1304.0,2.7,1920x1080,2073600,Intel,256,True,256,False
358,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1409.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
359,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1738.27,2.8,1920x1080,2073600,Nvidia,256,True,256,True
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1403.0,2.5,1920x1080,2073600,Nvidia,512,True,512,True
361,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2048GB HDD,AMD Radeon 530,Windows 10,2.02,970.9,1.8,1920x1080,2073600,AMD,128,True,2176,True
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1024GB HDD,Intel HD Graphics 500,No OS,2.2,321.99,1.1,1366x768,1049088,Intel,0,False,1024,False
363,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,2.5,1920x1080,2073600,Nvidia,0,False,1024,True
364,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2048GB HDD,Intel HD Graphics 620,Windows 10,2.36,557.37,2.5,1366x768,1049088,Intel,0,False,2048,False
365,Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1427.0,2.6,1920x1080,2073600,Intel,256,True,256,False
366,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,439.0,2.0,1366x768,1049088,Intel,0,False,500,False
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,945.0,2.5,1920x1080,2073600,Intel,256,True,256,False
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,719.0,2.5,1600x900,1440000,Nvidia,128,True,1152,True
369,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1024GB HDD,Intel HD Graphics 620,Windows 10,1.86,639.0,2.5,1920x1080,2073600,Intel,0,False,1024,False
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2,499.0,2.0,1366x768,1049088,Nvidia,256,True,256,True
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2048GB HDD,Intel HD Graphics 405,Windows 10,2.04,389.0,1.6,1366x768,1049088,Intel,0,False,2048,False
372,Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1024GB HDD,AMD Radeon 530,Windows 10,2.8,1085.0,1.6,1920x1080,2073600,AMD,128,True,1152,True
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,No OS,2.4,809.0,2.5,1920x1080,2073600,Nvidia,128,True,1152,True
374,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,899.0,2.7,1920x1080,2073600,AMD,256,True,256,True
375,HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1750.0,2.7,1920x1080,2073600,Intel,256,True,256,False
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2048GB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,2.7,1920x1080,2073600,Nvidia,512,True,2560,True
377,Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.1,426.0,3.0,1366x768,1049088,AMD,128,True,128,True
378,Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1024GB HDD,AMD Radeon RX 580,Windows 10,3.25,2199.0,3.0,1920x1080,2073600,AMD,256,True,1280,True
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.6,489.0,2.2,1600x900,1440000,AMD,128,True,128,True
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,869.01,1.8,1920x1080,2073600,Intel,256,True,256,False
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows 10,1.91,488.99,3.0,1920x1080,2073600,AMD,256,True,256,True
382,Lenovo,Yoga 11e,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,553.0,1.1,1366x768,1049088,Intel,128,True,128,False
383,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,309.0,1.6,1366x768,1049088,Intel,0,False,500,False
384,Asus,VivoBook E403NA,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,286.0,1.1,1366x768,1049088,Intel,0,False,32,False
385,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024GB HDD,Nvidia GeForce GTX 1050,Linux,2.4,846.0,2.8,1920x1080,2073600,Nvidia,0,False,1024,True
386,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,1191.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,No OS,1.85,403.5,2.0,1920x1080,2073600,Intel,128,True,128,False
388,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3,1655.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5,1099.0,2.5,1920x1080,2073600,Nvidia,256,True,256,True
390,Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1748.9,2.7,1920x1080,2073600,Intel,512,True,512,False
391,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2282.0,2.7,2560x1440,3686400,Intel,512,True,512,False
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,549.0,2.4,1920x1080,2073600,Intel,128,True,128,False
393,Dell,Precision 3510,Workstation,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,AMD FirePro W5130M,Windows 10,2.23,1369.0,2.6,1920x1080,2073600,AMD,0,False,500,True
394,Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.0,2135.0,2.7,1920x1080,2073600,Nvidia,256,True,256,True
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.42,2509.0,2.7,2560x1440,3686400,Intel,512,True,512,False
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,1039.0,2.8,1920x1080,2073600,Nvidia,0,False,1024,True
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,1591.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1024GB HDD,Nvidia GeForce MX130,Windows 10,2.2,693.99,1.6,1366x768,1049088,Nvidia,0,False,1024,True
400,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,2.8,1920x1080,2073600,Nvidia,256,True,256,True
401,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Linux,2.33,778.87,2.7,1920x1080,2073600,AMD,256,True,256,True
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon 520,Windows 10,1.91,499.0,3.0,1920x1080,2073600,AMD,256,True,256,True
403,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,2.1,1229.56,1.8,1920x1080,2073600,AMD,256,True,256,True
404,Lenovo,ThinkPad L470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,938.0,2.5,1920x1080,2073600,Intel,256,True,256,False
405,Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78,2712.0,2.8,3840x2160,8294400,Nvidia,256,True,256,True
406,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1024GB SSD,Intel HD Graphics 620,Windows 10,1.13,2625.0,2.7,2560x1440,3686400,Intel,0,False,1024,False
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1024GB HDD,Intel HD Graphics 500,Windows 10,2.2,306.0,1.1,1366x768,1049088,Intel,0,False,1024,False
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9,1529.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
409,Lenovo,ThinkPad E580,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1024GB HDD,AMD Radeon RX 550,Windows 10,2.1,1144.5,1.6,1920x1080,2073600,AMD,256,True,1280,True
410,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5,879.0,2.8,1920x1080,2073600,Nvidia,256,True,256,True
411,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,2249.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
412,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1873.0,2.7,1920x1080,2073600,Intel,512,True,512,False
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.2,1747.0,2.5,1920x1080,2073600,Intel,512,True,512,False
414,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Intel HD Graphics,Windows 10,1.36,1680.0,2.8,1920x1080,2073600,Intel,512,True,512,False
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,409.0,2.0,1920x1080,2073600,Intel,0,False,500,False
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15,304.45,1.1,1366x768,1049088,Intel,0,False,32,False
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67,1925.0,2.8,1920x1080,2073600,Nvidia,512,True,512,True
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,1943.0,2.8,2560x1440,3686400,Nvidia,512,True,512,True
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1024GB HDD,AMD Radeon 520,Windows 10,2.1,469.0,2.0,1920x1080,2073600,AMD,0,False,1024,True
420,Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,789.01,2.5,1920x1080,2073600,Intel,256,True,256,False
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.27,928.0,2.5,1920x1080,2073600,Intel,256,True,256,False
422,Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,AMD Radeon R5 M430,Linux,2.3,598.9,2.5,1920x1080,2073600,AMD,256,True,256,True
423,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,689.0,2.0,1366x768,1049088,Intel,128,True,128,False
424,HP,EliteBook 1040,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.43,1500.0,2.5,1920x1080,2073600,Intel,256,True,256,False
425,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1024GB HDD,Intel HD Graphics 620,Windows 10,2.14,539.95,2.5,1366x768,1049088,Intel,0,False,1024,False
426,Lenovo,ThinkPad E480,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,1215.38,1.8,1920x1080,2073600,AMD,256,True,256,True
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1899.0,2.8,3840x2160,8294400,Nvidia,512,True,512,True
428,Chuwi,LapBook 12.3,Notebook,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4,449.0,1.1,2736x1824,4990464,Intel,0,False,64,False
429,HP,ProBook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,2.31,1427.0,2.9,1920x1080,2073600,Intel,256,True,256,False
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1024GB HDD,Nvidia GeForce 940MX,Linux,2.3,597.0,2.4,1920x1080,2073600,Nvidia,0,False,1024,True
431,Dell,Alienware 17,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2799.0,2.9,2560x1440,3686400,Nvidia,256,True,1280,True
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1024GB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1159.0,2.8,1920x1080,2073600,Nvidia,128,True,1152,True
433,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2048GB HDD,AMD Radeon 530,Windows 10,2.02,1142.4,1.8,1920x1080,2073600,AMD,256,True,2304,True
434,Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,Linux,1.6,1099.0,2.8,1920x1080,2073600,Intel,256,True,256,False
435,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,256GB SSD +  1024GB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,1999.0,2.8,1920x1080,2073600,Nvidia,256,True,1280,True
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB SSD,Intel HD Graphics 500,Windows 10,1.16,299.0,1.1,1920x1080,2073600,Intel,32,True,32,False
437,Samsung,Chromebook 3,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15,269.0,1.6,1366x768,1049088,Intel,0,False,16,False
438,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.4,1010.0,2.7,1920x1080,2073600,Intel,256,True,256,False
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.7,599.0,2.7,1920x1080,2073600,Intel,128,True,128,False
440,Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,2445.0,2.8,3840x2160,8294400,Nvidia,512,True,512,True
441,Lenovo,Thinkpad P51,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,512GB SSD,Nvidia Quadro M2200M,Windows 10,2.5,2449.0,2.9,1920x1080,2073600,Nvidia,512,True,512,True
442,Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1600 3.2GHz,8,256GB SSD +  1024GB HDD,AMD Radeon RX 580,Windows 10,3.2,1695.0,3.2,1920x1080,2073600,AMD,256,True,1280,True
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,347.0,1.6,1366x768,1049088,Intel,0,False,500,False
444,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i7 7Y75 1.3GHz,16,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199.0,1.3,2400x1600,3840000,Intel,512,True,512,False
